cbs是什么,basic_profile
聚合收款是什么,basic_profile
什么给客户申请聚合收款,kyp|other
财资管理云是什么,basic_profile
票据模块有什么功能,kyp
5+6等于几,other
电子单证操作流程,kyp
结构性存款 抵押,kyp|other
协定存款开通,kyp
政采贷,slot_filling
单位账户开户,other
四必做,other
网银激活步骤,kyp
高票云,slot_filling
发票云,slot_filling
发票云营销提示,kyp
预约,other
对公短期理财,slot_filling|kyp
有逾期还款记录还能测招企贷吗,other
企业法人有逾期还款记录会影响招企贷申请吗,other
如何设置进出帐短信提醒,other|kyp
如何设置短信提醒,other|kyp
你好 财务管理下面的收银台和收银台标准版是一个东西还是两个东西？,other
行员认证,other
薪福通注册,kyp
超级用户加入企业,other
网银查询征信,other|kyp
薪福通中如何发起个税审批 就是和工资那个关联,other|kyp
申请发票,other|kyp
申请贴现手续费发票,other|kyp
在哪看电子回单,other|kyp
企业APP里怎么看电子回单,other|kyp
CBS协议在哪下载,other|kyp
财资管理云标准版与企业版的区别,other|kyp
生成一个财资管理云专业版的宣传,kyp
CBS8支持多少家银行直联,other|kyp
CBS8支持微信对接吗,other|kyp
CBS支持支付宝对接吗,other|kyp
CBS有多少个版本,other|kyp
监管户可以设置代发工资吗？,other|kyp
CBS有金融类企业的案例吗,kyp
云直联记账子单元的场景,other
联动代发,slot_filling
集团代发,slot_filling
查看屈臣氏的基本情况,basic_profile
代销信托的产品介绍和一句话描述,kyp|basic_profile
OA审批的产品介绍,kyp|basic_profile
OA审批的办理流程,kyp
保函闪电开的产品介绍,kyp|basic_profile
发票云和销售云的区别,other
付款产品有哪些,kyp
支付产品有哪些,kyp
什么是销售云？,kyp|basic_profile
介绍下发票云,kyp|basic_profile
发票云薪福通的办理流程,kyp
oa审批办理材料,kyp
oa审批办理流程,kyp
oa审批的办理材料,kyp
企业名篇的优势,kyp
云直联的一句话描述,kyp|basic_profile
网银代发设置审批流,other|kyp
网银管理员,other|slot_filling
网银管理员分别时间,other|kyp
网银管理员分别是什么,other|kyp
财资管理云的收费,other
随心展优惠券,other|kyp
随心展优惠券如何领取？,other|kyp
双货币,slot_filling
代发协议,slot_filling|other
代发协议签订,kyp|other
代发协议签订流程,kyp|other
全面一次性奖金用什么代发协议？,kyp|other
票据服务方案,kyp
保函手续费,other|kyp
代发回单,other|kyp
代发明细,other|kyp
代发明细查询,other|kyp
什么是数字人民币,kyp|basic_profile
数字人民币可以转普通账户吗,other|kyp
财资云是个什么类型客户？,kyp
有哪些客户特征？,basic_profile
财智云营销客户的话是会主要找哪一些类型客户？,kyp
我要营销一个消费行业的集团客户，有没有营销材料推荐？,product_rec
离岸信用证,other|slot_filling
司库适合什么类型客户？招行有司库方案吗？,kyp
薪福社添加新管理员流程,other|kyp
他有什么优势,kyp
它的所属部门是啥,customer_institution
招链易贷,slot_filling
oa审批的办理流程,kyp
国内非融资保函是啥,basic_profile|kyp
ipo上市产品介绍,basic_profile|kyp
网上企业银行的介绍,basic_profile|kyp
发票云的产品介绍,basic_profile|kyp
发票云是啥！,basic_profile|kyp
发票云是什么,basic_profile|kyp
发票云薪福通的一句话描述,kyp|basic_profile
请介绍下发票云,basic_profile|kyp
汇出汇入的一句话描述,basic_profile|kyp
招企贷的一句话描述,basic_profile|kyp
招企代的一句话描述,basic_profile|kyp
医票同的办理材料,kyp
医票同的产品介绍,basic_profile
oa审批的营销话术,kyp
到账通知的产品优势,kyp
财资管理员专业版的优势,kyp
转账手续费率,other
查询企业征信,other
无法查询企业征信,other
网银登陆不了,other
网银使用不了,other
协定存款,slot_filling
招企贷,slot_filling
给比亚迪推荐什么产品,product_rec
我行票据相关产品有哪些,kyp
网银如何打印回单,other
财资管理云适合比亚迪公司吗？,kyp
财资管理云的开通流程,kyp
企业网银简介,kyp|basic_profile
财资管理云营销话术,kyp
企业网银优势,kyp
财资管理云的优势,kyp
我行有哪些票据产品,kyp
我行有哪些结算类产品,kyp
比亚迪的谱系客户有哪些,lineage_customers_name_quantity
介绍下薪福通,basic_profile
它的营销话术呢,kyp
比亚迪是授信客户吗,other
财资管理云适合比亚迪吗,kyp|other
企业app的简介,kyp|basic_profile
企业app的办理流程,kyp
给百度推荐什么产品,product_rec
企业APP是什么,kyp|basic_profile
那它的优势是什么,kyp
我问的是企业APP的产品优势,kyp
企业APP的产品优势,kyp
企业APP的优势,kyp
企业APP的办理流程,kyp
企业App的产品介绍,basic_profile|kyp
预约客服,other
网银如何变更股东信息,other
网银端发起变更,other
招企贷的营销话术,kyp
招企贷的还款方式,other
企业APP的产品介绍,basic_profile|kyp
结构性存款功能开通,kyp
增加短信到账通知,kyp
打印回单,other
自助回单机,other
回单,other
自助打印,other
新一代票据大管家,slot_filling|kyp
代发协议限额,other
转账费用,other
收银台话术,kyp
商票通简介,basic_profile|kyp
企业APP简介,basic_profile|kyp
美元定期存款提前支取有没有收益？,other
在岸美元定期提前支取,other
转定期,other
开通协定存款步骤,kyp
网银开通,kyp
客户确认流贷提款后，多久能到账,other
理财,slot_filling
汇出汇款简介,basic_profile|kyp
成都建工存款数据,customer_deposits
汇出汇款简介,basic_profile|kyp
给成都建工推荐什么产品呢,product_rec
企业app简介,basic_profile|kyp
云直联的产品优势,kyp
美的集团结算数据,customer_settlement
付款代理简介,basic_profile|kyp
请介绍一下付款代理,basic_profile|kyp
如何办理付款代理,kyp
付款代理办理流程,kyp
付款代理的分类,kyp?
数字人民币钱包的办理流程是什么,kyp
数字人民币对公钱包办理材料,kyp
数字人民币对公钱包的办理材料是什么,kyp
企业app优势是什么,kyp
企业网银的优势,kyp
企业app的简介,basic_profile|kyp
企业App简介,basic_profile|kyp
企业App的优势,kyp
企业App的简介,basic_profile|kyp
企业app的优势,kyp
销售云的优势是什么,kyp
比亚迪的存款,customer_deposits
发票云的产品介绍,basic_profile|kyp
自助结汇的办理流程,kyp
APP自助结汇的一句话描述,basic_profile|kyp
发票云的介绍,basic_profile|kyp
发票管理服务呢,slot_filling
发票云一发票管理服务,slot_filling
发票云一发票管理服务介绍,basic_profile|kyp
招企贷招企贷测额会查征信吗,other
变更注册资金需要什么资料,other
电子询证函,slot_filling|other
成都成都,other|slot_filling
比亚迪公司的月日均存款,annual_avg_deposit_and_change
安琪酵母,slot_filling
您好，,chitchat
比亚迪公司的交易,customer_settlement
该公司的财资云信息,other|kyp
合肥轨交,slot_filling
合肥轨交的谱系信息,lineage_customers_name_quantity
手机银行转账有优惠吗,other
腾讯科技有限公司,slot_filling
湖北省宏泰集团基本情况,basic_profile
湖北宏泰公司,slot_filling
一张发票可以关联多笔费用吗,other
在智能会空中同一张发票可以关联多笔费用。,other
企业红包可以发其他银行卡吗,other
数字人民币的营销话术,kyp
数字人民币对公钱包的一句话描述,kyp|basic_profile
保函的办理材料,kyp
智能算薪的办理流程,kyp
贴现通的办理流程,kyp
贴现通的相关案例,kyp
app自助结汇的产品介绍,basic_profile|kyp
数字人民币对公钱包的介绍,basic_profile
数字人民币的一句话描述,basic_profile|kyp
数字人民币对公钱包的优势,kyp
数字人民币对公钱包的办理材料,kyp
数字人民币的产品介绍,basic_profile|kyp
企业APP简介,basic_profile|kyp
企业app的产品介绍,basic_profile|kyp
它的办理流程,kyp
ubank是什么,basic_profile|kyp
u-bank介绍下,basic_profile|kyp
网上代发是什么,basic_profile|kyp
网上企业银行是什么,basic_profile|kyp
UBank优势是什么,kyp
企业网银怎么办理,kyp
企业app的优势是什么,kyp
企业app简介,basic_profile|kyp
ubank的产品介绍,basic_profile|kyp
企业app,slot_filling
发票云是啥,basic_profile
你是基于哪个发票云产品回答的呢,other
没有ukey可以在网上银行转账吗,other
移动代发的办理流程是什么,kyp
移动代发的办理流程,kyp
代发的办理流程是什么,kyp
安琪酵母股份有限公司,slot_filling
开承兑汇票操作,kyp
开银行承兑汇票操作,kyp
招企贷还款期限,other
招企贷还款,other
请问在哪里做行员认证,other
一键生成跨境人民币收付款说明流程,other
跨境人民币汇入汇款确认,other
swift,other
招商银行SWIFT代码,other
征信授权,other
企业征信,other
查询不到待签收的票据,other
修改网银密码,other
定期利率,other
存款利率,other
大额存单利率,other
推荐几个产品,product_rec
给这个公司推荐我行的产品,product_rec
给它推荐我们的产品,product_rec
给这个公司推荐产品,product_rec
有什么产品可以推荐给他们,product_rec
比亚迪还能开通什么产品,product_rec
基于现有信息，适合给比亚迪营销什么产品,product_rec
比亚迪在我行的非同名交易对手进账情况,top_5_incoming_counterparties
比亚迪交易对手中非同名进账的情况,top_5_incoming_counterparties
广州润铂晟信息技术有限公司 存款额,customer_deposits
广州润铂晟信息技术有限公司 实点存款,customer_deposits
广州润铂晟信息技术有限公司 存款账结余,month_end_deposit_changes
广州润铂晟信息技术有限公司 流水收款,total_incoming
广州润铂晟信息技术有限公司 紧张总金额,total_incoming
广州润铂晟信息技术有限公司 支出,total_outgoing
广州润铂晟信息技术有限公司 流水付款,total_outgoing
广州润铂晟信息技术有限公司 出账前5,top_5_outgoing_partners
广州润铂晟信息技术有限公司管理,customer_management
中建四局安装工程有限公司 有哪些产品,cmb_products_held
中建四局安装工程有限公司 有啥产品,cmb_products_held
中建四局安装工程有限公司 买了什么产品,cmb_products_held
广州润铂晟信息技术有限公司 入账 前五,top_5_incoming_partners
广州润铂晟信息技术有限公司 收款 前5名,top_5_incoming_partners
广州润铂晟信息技术有限公司 付款前5,top_5_outgoing_partners
广州润铂晟信息技术有限公司关联公司开户,lineage_customers_with_cmb
广州润铂晟信息技术有限公司 非同名进账方,top_5_incoming_counterparties
广州润铂晟信息技术有限公司 不同名的对手,top_5_counterparties
广州润铂晟信息技术有限公司 非同名交易前5名,top_5_counterparties
广州润铂晟信息技术有限公司 非同名进账金额前5名,top_5_incoming_counterparties
广州润铂晟信息技术有限公司 非同名出账金额前5名,top_5_outgoing_counterparties
薪福通 适用对象,kyp
适用对象,kyp
薪福通 案例,kyp
案例,kyp
薪福通 快速入门,kyp
薪福通 在线试用,kyp
优势,kyp
优势呢,kyp
基本情况,basic_profile
它对存款信息,customer_deposits
所属主要行业,customer_industry
相关案例,kyp
竞品呢,kyp
竞品分析,kyp
营销话术,kyp
办理流程,kyp
办理材料,kyp
快速入门,kyp
在线试用,kyp
试用,kyp
广州润铂晟信息技术有限公司 非同名进账方TOP5,top_5_incoming_counterparties
核保要求,other|kyp
核保要求,other|kyp
核保,other|slot_filling
如何生成收集员工卡号的二维码,other|kyp
如何生成收集员工卡号的二维码,other|kyp
科创贷海报,kyp|other
科创贷海报,kyp|other
科创贷,slot_filling
代发明细,other|kyp
代发明细,other|kyp
保函闪电开超过三千万怎么办,other|kyp
保函闪电开超过三千万怎么办,other|kyp
保函闪电开操过三千万如何办,other|kyp
保函闪电开操过三千万如何办,other|kyp
保函闪电开有没有金额限制,other|kyp
保函闪电开有没有金额限制,other|kyp
保证金闪电开是否需要线下审查,other|kyp
保证金闪电开是否需要线下审查,other|kyp
保函闪电开保证金如何收取,other|kyp
保函闪电开保证金如何收取,other|kyp
保证金如何收取保证金如何收取,other|kyp
闪电开操作流程,kyp
是,positive
履约保函闪电开,other|kyp
云直联的产品优势是？,kyp
C+组合套餐网银签协议流程,other|kyp
C+组合套餐网银签协议流程,other|kyp
'C+组合A套餐的定义,kyp|basic_profile
C+组合,slot_filling|basic_profile|kyp
开通对公短信提醒,other|kyp
开通对公短信提醒,other|kyp
公司公管账户介绍,slot_filling|basic_profile|kyp
比亚迪汽车需要我们什么产品,product_rec
客户存款利率客户存款利率,other
企业网银对账单是随时都可以打印吗,other
企业网银对账单是随时都可以打印吗,other
是随时都可以打吗,other
是随时都可以打吗,other
企业网银对账单,other
开户清单,other
开户清单,other
招商银行官网,other
招商银行官网,other
招企贷测额,other
招企贷测额,other
产品内容,kyp|basic_profile
产品内容,kyp|basic_profile
招链易贷,slot_filling
云智联和银企直联有什么关系？,other
保函的办理流程是？,kyp
收银台话术,kyp
是,positive
比亚迪汽车的金融服务方案,product_rec
比亚迪汽车在我行产品使用情况,cmb_products_held
在我行产品使用情况,cmb_products_held
比亚迪汽车,slot_filling
云直联的产品优势是？,kyp
产品一点通有PC版吗,other
产品一点通有PC版吗,other
PC版,other
招企贷客户测额流程,other|kyp
招企贷客户测额流程,other|kyp
客户流程,other|kyp
招企贷,slot_filling
有没有产品概览图,other|basic_profile
个人手机银行转账手续费,other
个人手机银行转账手续费,other
线上流贷,slot_filling
流动资金贷款,slot_filling
招银闪承,slot_filling
承兑到期提示付款,other
承兑到期提示付款,other
流水回单,customer_settlement
银行流水回单怎么打印,other
没接到客服电话,other
没接到客服电话,other
没接到,other
请向客户介绍收款通（代缴）产品，并举个例子,kyp
产品优势,kyp
e餐通,kyp|slot_filling
主要做什么,customer_industry
企业收银台,slot_filling
网银一般用户的u盾坏了,other|kyp
网银一般用户的u盾坏了,other|kyp
如何在网银上购买定期,other|kyp
如何在网银上购买定期,other|kyp
承兑汇票查询,kyp|other
承兑汇票查询,kyp|other
如何签收承兑汇票,kyp|other
如何签收承兑汇票,kyp|other
普惠评级无法发起,other
普惠评级无法发起,other
普惠,slot_filling
普惠,slot_filling
薪福通登陆手机号如何变更,other
薪福通登陆手机号如何变更,other
新福通手机号如何变更,other
新福通手机号如何变更,other
薪福通手机号如何变更,other
薪福通手机号如何变更,other
到账通知数量上限,other
到账通知数量上限,other
到账通知最多给多少员工发送通知,other
到账通知最多给多少员工发送通知,other
是,positive
科技企业贷款,other
贷款,customer_loans
科技,slot_filling
